Date,Bitcoin,Ethereum,Cardano,XRP,Dogecoin
2021-02-18,51582.2,1934.16,0.9138,0.53061,0.059134
2021-02-19,55906.6,1955.59,0.9259,0.56325,0.055036
2021-02-20,55923.7,1913.88,1.1161,0.512,0.054135
2021-02-21,57433.8,1933.45,1.0998,0.54393,0.055881
2021-02-22,54111.8,1777.28,1.0969,0.56581,0.05353
2021-02-23,48911.2,1578.11,0.964,0.4749,0.047673
2021-02-24,49697.5,1623.71,1.0481,0.46923,0.056653
2021-02-25,46928.5,1476.15,1.0752,0.43561,0.050045
2021-02-26,46345.6,1445.44,1.2416,0.42783,0.050463
2021-02-27,46136.7,1458.93,1.3166,0.43574,0.050076
2021-02-28,45164.0,1418.76,1.3077,0.41528,0.048129
2021-03-01,49595.5,1570.03,1.2962,0.44551,0.050576
2021-03-02,48424.2,1488.62,1.2246,0.43582,0.050279
2021-03-03,50395.1,1571.05,1.2143,0.44844,0.050474
2021-03-04,48428.0,1538.61,1.1125,0.48088,0.049927
2021-03-05,48792.5,1530.29,1.1582,0.45501,0.049584
2021-03-06,48855.6,1649.19,1.129,0.46296,0.050935
2021-03-07,50982.3,1728.1,1.1319,0.46532,0.051881
2021-03-08,52311.0,1831.49,1.1185,0.47358,0.062848
2021-03-09,54879.0,1869.1,1.1972,0.48499,0.057978
2021-03-10,55851.9,1794.14,1.1331,0.46158,0.0559
2021-03-11,57799.5,1825.79,1.1242,0.45155,0.055893
2021-03-12,57265.1,1766.9,1.0321,0.43941,0.055261
2021-03-13,61195.3,1921.13,1.1013,0.4577,0.062694
2021-03-14,59113.7,1849.06,1.0551,0.4393,0.058431
2021-03-15,55791.3,1792.38,1.031,0.43568,0.056965
2021-03-16,56889.7,1804.85,1.2493,0.46037,0.058611
2021-03-17,58913.5,1823.35,1.3774,0.47,0.05788
2021-03-18,57656.0,1776.08,1.2312,0.46885,0.057294
2021-03-19,58088.0,1809.64,1.2959,0.46669,0.05827
2021-03-20,58093.4,1804.6,1.2004,0.52446,0.058827
2021-03-21,57383.8,1783.72,1.1868,0.5167,0.057471
2021-03-22,54158.3,1682.37,1.1035,0.54414,0.054929
2021-03-23,54452.5,1667.9,1.1163,0.55045,0.053437
2021-03-24,52325.4,1582.38,1.0702,0.48213,0.05151
2021-03-25,51322.3,1586.54,1.0964,0.51085,0.051263
2021-03-26,55036.1,1698.6,1.2145,0.56304,0.053973
2021-03-27,55862.9,1713.01,1.1768,0.54789,0.054426
2021-03-28,55765.2,1686.8,1.1895,0.54565,0.053637
2021-03-29,57616.2,1816.69,1.2028,0.56537,0.054102
2021-03-30,58771.3,1841.01,1.2126,0.56225,0.054027
2021-03-31,58763.7,1917.99,1.1913,0.56957,0.053744
2021-04-01,58718.3,1967.96,1.1828,0.57052,0.062113
2021-04-02,58977.3,2134.55,1.1903,0.60676,0.05757
2021-04-03,57059.9,2008.59,1.1633,0.57886,0.055554
2021-04-04,58199.9,2075.94,1.1819,0.63489,0.057401
2021-04-05,58993.4,2106.41,1.2117,0.91324,0.059948
2021-04-06,57996.3,2111.53,1.2519,1.09057,0.064283
2021-04-07,55948.7,1961.46,1.174,0.91658,0.058728
2021-04-08,58077.4,2079.92,1.2189,1.05784,0.061757
2021-04-09,58118.7,2066.93,1.2019,1.01916,0.061582
2021-04-10,59748.4,2133.79,1.2179,1.37431,0.063688
2021-04-11,59978.7,2151.42,1.2631,1.35498,0.07415
2021-04-12,59863.8,2137.81,1.3155,1.46773,0.070719
2021-04-13,63540.9,2299.93,1.4124,1.79627,0.093763
2021-04-14,62980.4,2431.56,1.4517,1.83625,0.121349
2021-04-15,63216.0,2514.22,1.4787,1.7578,0.182784
2021-04-16,61379.7,2423.18,1.4109,1.54747,0.365551
2021-04-17,60041.9,2318.33,1.3709,1.54064,0.281909
2021-04-18,56207.1,2237.17,1.2769,1.40794,0.322037
2021-04-19,55646.1,2160.63,1.1959,1.30918,0.407335
2021-04-20,56483.2,2332.14,1.2674,1.38614,0.317696
2021-04-21,53820.2,2360.81,1.2045,1.29046,0.305633
2021-04-22,51729.5,2401.1,1.1463,1.15886,0.26081
2021-04-23,51143.6,2367.31,1.1568,1.17023,0.248731
2021-04-24,50088.9,2215.93,1.1021,1.05015,0.270017
2021-04-25,48963.6,2316.48,1.0899,1.03384,0.251103
2021-04-26,54020.5,2533.12,1.2345,1.36699,0.269805
2021-04-27,55036.5,2665.24,1.3079,1.40174,0.270668
2021-04-28,54841.4,2746.54,1.3369,1.35801,0.323582
2021-04-29,53560.8,2757.36,1.307,1.39814,0.30324
2021-04-30,57720.3,2772.78,1.3521,1.59707,0.336635
2021-05-01,57807.1,2944.66,1.3518,1.65073,0.390642
2021-05-02,56603.8,2950.33,1.3266,1.56112,0.372404
2021-05-03,57169.8,3429.37,1.3622,1.55474,0.438244
2021-05-04,53741.5,3286.71,1.289,1.39664,0.559005
2021-05-05,57441.3,3522.76,1.478,1.61396,0.655355
2021-05-06,56405.4,3489.52,1.6478,1.60294,0.579839
2021-05-07,57337.2,3481.22,1.6532,1.58103,0.68688
2021-05-08,58840.1,3905.55,1.6207,1.56237,0.634394
2021-05-09,58238.3,3922.23,1.7699,1.53447,0.568682
2021-05-10,55848.9,3947.9,1.6431,1.39101,0.449977
2021-05-11,56695.7,4167.78,1.7635,1.47796,0.493231
2021-05-12,49384.2,3811.77,1.5677,1.26829,0.389159
2021-05-13,49704.6,3719.62,1.9295,1.3614,0.48691
2021-05-14,49839.8,4075.38,2.0056,1.40342,0.559581
2021-05-15,46708.8,3641.65,2.172,1.48591,0.507448
2021-05-16,46426.4,3582.12,2.3003,1.44967,0.513023
2021-05-17,43541.3,3279.68,2.0314,1.4959,0.486366
2021-05-18,42897.3,3377.55,2.0057,1.59055,0.474714
2021-05-19,36720.5,2435.69,1.4717,1.0617,0.330353
2021-05-20,40717.2,2777.55,1.8033,1.17955,0.397741
2021-05-21,37297.4,2433.11,1.5476,1.006,0.358401
2021-05-22,37448.3,2291.6,1.4631,0.90502,0.341484
2021-05-23,34679.7,2101.34,1.3152,0.79153,0.305984
2021-05-24,38750.6,2646.79,1.5473,0.99142,0.364433
2021-05-25,38378.3,2705.09,1.5521,0.97434,0.345477
2021-05-26,39249.2,2884.66,1.778,1.03167,0.350483
2021-05-27,38417.3,2735.88,1.6452,0.9705,0.332046
2021-05-28,35662.5,2414.29,1.5122,0.89918,0.31073
2021-05-29,34584.6,2276.07,1.4014,0.83041,0.302128
2021-05-30,35652.8,2386.1,1.5758,0.90612,0.301199
2021-05-31,37298.6,2708.47,1.74,1.04293,0.323951
2021-06-01,36687.6,2633.67,1.7352,1.01063,0.369066
2021-06-02,37555.8,2706.1,1.7531,1.02441,0.42313
2021-06-03,39187.3,2853.35,1.8445,1.04426,0.399332
2021-06-04,36851.3,2686.5,1.709,0.96927,0.37595
2021-06-05,35520.0,2628.98,1.6581,0.92274,0.371083
2021-06-06,35815.4,2713.66,1.6755,0.94493,0.369287
2021-06-07,33578.0,2592.63,1.5644,0.86345,0.329668
2021-06-08,33382.9,2510.65,1.5851,0.87393,0.326014
2021-06-09,37332.2,2606.23,1.6248,0.9197,0.342546
2021-06-10,36649.4,2469.97,1.5315,0.86841,0.324914
2021-06-11,37314.6,2351.45,1.436,0.84748,0.316842
2021-06-12,35467.5,2368.47,1.4772,0.83121,0.309604
2021-06-13,39022.9,2508.27,1.5586,0.88326,0.321496
2021-06-14,40529.4,2581.48,1.5758,0.89031,0.326031
2021-06-15,40156.1,2543.83,1.5565,0.86663,0.318183
2021-06-16,38336.0,2367.28,1.4833,0.83195,0.304355
2021-06-17,38052.0,2371.62,1.481,0.84118,0.302527
2021-06-18,35749.4,2229.53,1.4129,0.79581,0.291253
2021-06-19,35513.4,2166.91,1.3855,0.75977,0.281223
2021-06-20,35595.8,2243.86,1.4269,0.77421,0.27903
2021-06-21,31692.0,1891.18,1.1757,0.60732,0.179371
2021-06-22,32496.4,1876.66,1.152,0.54493,0.190348
2021-06-23,33674.3,1968.39,1.2506,0.63785,0.234934
2021-06-24,34665.8,1989.14,1.357,0.67224,0.262808
2021-06-25,31594.0,1810.57,1.2547,0.6118,0.237565
2021-06-26,32243.4,1830.62,1.2517,0.61663,0.244672
2021-06-27,34678.5,1979.88,1.3355,0.64747,0.263852
2021-06-28,34475.9,2083.09,1.3247,0.64393,0.255086
2021-06-29,35834.7,2158.71,1.3712,0.70523,0.26196
2021-06-30,35026.9,2273.84,1.3838,0.70537,0.253155
2021-07-01,33543.6,2109.11,1.333,0.65997,0.243534
2021-07-02,33813.4,2154.78,1.3955,0.65631,0.244571
2021-07-03,34742.8,2224.7,1.4209,0.67644,0.246818
2021-07-04,35298.2,2323.22,1.4616,0.69589,0.241031
2021-07-05,33687.8,2196.16,1.4041,0.65297,0.230667
2021-07-06,34225.6,2322.72,1.4163,0.66482,0.233139
2021-07-07,33867.8,2316.57,1.4038,0.65207,0.222236
2021-07-08,32866.3,2120.22,1.3324,0.6231,0.207422
2021-07-09,33797.4,2145.89,1.3495,0.63706,0.219272
2021-07-10,33510.6,2111.12,1.3357,0.62511,0.213355
2021-07-11,34227.7,2139.35,1.3479,0.6361,0.214666
2021-07-12,33113.0,2035.09,1.3147,0.62899,0.207021
2021-07-13,32728.1,1940.72,1.2649,0.6194,0.199354
2021-07-14,32820.7,1994.64,1.2631,0.61985,0.197285
2021-07-15,31840.5,1917.21,1.225,0.59744,0.18455
2021-07-16,31394.0,1878.2,1.1716,0.5893,0.171393
2021-07-17,31518.6,1897.98,1.1713,0.58164,0.186148
2021-07-18,31785.4,1892.42,1.1823,0.58677,0.179223
2021-07-19,30837.2,1818.07,1.1212,0.55711,0.172381
2021-07-20,29793.8,1786.07,1.0545,0.52864,0.16998
2021-07-21,32131.4,1994.49,1.1697,0.57139,0.1902
2021-07-22,32298.9,2024.58,1.1859,0.59192,0.190819
2021-07-23,33603.3,2123.61,1.2054,0.60902,0.194272
2021-07-24,33824.8,2151.85,1.215,0.60665,0.194135
2021-07-25,35391.1,2189.79,1.2281,0.60685,0.197533
2021-07-26,37276.6,2229.53,1.2552,0.62389,0.203544
2021-07-27,39452.0,2300.22,1.2805,0.64548,0.20491
2021-07-28,40003.2,2299.11,1.2859,0.73159,0.205078
2021-07-29,40001.4,2380.93,1.2832,0.7482,0.202081
2021-07-30,42203.4,2460.95,1.3093,0.75161,0.207947
2021-07-31,41553.7,2532.19,1.3166,0.74434,0.206627
2021-08-01,39878.3,2556.23,1.3163,0.72477,0.203542
2021-08-02,39168.4,2608.04,1.3086,0.73859,0.202657
2021-08-03,38130.3,2506.65,1.3648,0.71325,0.195388
2021-08-04,39736.9,2725.29,1.3759,0.73064,0.200259
2021-08-05,40867.2,2827.21,1.3859,0.73307,0.199786
2021-08-06,42795.4,2889.43,1.4011,0.74695,0.203313
2021-08-07,44614.2,3158.0,1.4741,0.81666,0.261285
2021-08-08,43792.8,3012.07,1.4264,0.77911,0.239338
2021-08-09,46284.3,3162.93,1.4752,0.81724,0.253129
2021-08-10,45593.8,3140.71,1.6768,0.85131,0.243097
2021-08-11,45564.3,3163.66,1.7979,1.01233,0.262347
2021-08-12,44403.4,3043.61,1.8288,0.9647,0.252834
2021-08-13,47809.1,3322.43,2.137,1.08995,0.282977
2021-08-14,47081.5,3264.69,2.1889,1.28015,0.291495
2021-08-15,46991.3,3308.87,2.1679,1.28447,0.337953
2021-08-16,45996.3,3147.65,2.0729,1.18577,0.305509
2021-08-17,44691.6,3014.58,1.9255,1.09875,0.293424
2021-08-18,44723.8,3016.91,2.1097,1.14452,0.297582
2021-08-19,46755.9,3184.82,2.439,1.23489,0.316035
2021-08-20,49324.0,3284.21,2.4553,1.26318,0.313874
2021-08-21,48875.8,3223.96,2.436,1.21663,0.298471
2021-08-22,49254.5,3238.7,2.7068,1.22574,0.308248
2021-08-23,49539.7,3319.49,2.9153,1.24617,0.312856
2021-08-24,47714.7,3173.26,2.7242,1.13632,0.284593
2021-08-25,48994.5,3228.15,2.7402,1.17436,0.286787
2021-08-26,46831.6,3093.54,2.5347,1.07148,0.263297
2021-08-27,49064.3,3273.58,2.9459,1.19123,0.289678
2021-08-28,48897.1,3243.9,2.8467,1.14492,0.271453
2021-08-29,48777.4,3222.16,2.8527,1.14009,0.266967
2021-08-30,46992.7,3225.67,2.7353,1.10065,0.271949
2021-08-31,47130.4,3430.74,2.7693,1.18615,0.278231
2021-09-01,48819.4,3832.73,2.87,1.23637,0.294338
2021-09-02,49274.3,3786.19,2.961,1.2541,0.294913
2021-09-03,49999.0,3936.29,2.9652,1.28982,0.296052
2021-09-04,49918.4,3884.97,2.8302,1.25482,0.299222
2021-09-05,51768.6,3950.62,2.9112,1.30601,0.314393
2021-09-06,52672.1,3927.21,2.8323,1.38984,0.309001
2021-09-07,46779.6,3423.12,2.5047,1.12334,0.254302
2021-09-08,46061.4,3495.1,2.4699,1.09903,0.256726
2021-09-09,46385.6,3423.51,2.5161,1.08673,0.252357
2021-09-10,44842.8,3207.27,2.3825,1.05482,0.239565
2021-09-11,45161.9,3267.33,2.6354,1.07882,0.240969
2021-09-12,46062.3,3408.28,2.5833,1.11918,0.250623
2021-09-13,44949.5,3284.52,2.4036,1.06421,0.235823
2021-09-14,47077.5,3428.87,2.3934,1.09533,0.240342
2021-09-15,48130.6,3611.9,2.5025,1.12069,0.2474
2021-09-16,47748.0,3569.43,2.4176,1.0903,0.242142
2021-09-17,47282.8,3398.65,2.3476,1.06601,0.239833
2021-09-18,48306.7,3435.97,2.3719,1.07557,0.241378
2021-09-19,47238.7,3329.12,2.2827,1.04801,0.232971
2021-09-20,42870.6,2976.05,2.0684,0.92107,0.2076
2021-09-21,40651.3,2761.52,1.983,0.87323,0.200575
2021-09-22,43551.6,3077.78,2.2591,1.00373,0.224454
2021-09-23,44869.2,3152.92,2.3277,1.00139,0.224668
2021-09-24,42819.9,2928.57,2.278,0.94465,0.209142
2021-09-25,42686.8,2922.55,2.2985,0.94014,0.208383
2021-09-26,43203.4,3063.51,2.2084,0.94451,0.204858
2021-09-27,42172.6,2926.24,2.1307,0.92189,0.199666
2021-09-28,41022.3,2807.28,2.0367,0.89311,0.196756
2021-09-29,41536.8,2851.5,2.0658,0.92679,0.198698
2021-09-30,43823.3,3000.59,2.1164,0.95329,0.204272
2021-10-01,48146.0,3309.13,2.2572,1.04119,0.222811
2021-10-02,47666.9,3388.97,2.2488,1.0362,0.218634
2021-10-03,48200.1,3417.34,2.2511,1.05503,0.221752
2021-10-04,49227.3,3382.9,2.19,1.04159,0.241294
2021-10-05,51469.3,3517.26,2.233,1.08482,0.251915
2021-10-06,55323.2,3575.41,2.2099,1.07619,0.254231
2021-10-07,53783.9,3586.0,2.2762,1.06651,0.24282
2021-10-08,53914.7,3559.42,2.2348,1.0619,0.243452
2021-10-09,54942.5,3574.2,2.2656,1.15945,0.246595
2021-10-10,54687.7,3415.03,2.1895,1.13577,0.229158
2021-10-11,57477.3,3545.06,2.1715,1.13769,0.231346
2021-10-12,56015.9,3489.9,2.1169,1.10069,0.226044
2021-10-13,57380.1,3607.28,2.1877,1.12786,0.232549
2021-10-14,57345.8,3790.41,2.1725,1.13316,0.232531
2021-10-15,61672.5,3866.9,2.2162,1.14125,0.234027
2021-10-16,60861.1,3827.55,2.1765,1.134,0.237018
2021-10-17,61527.5,3845.47,2.1571,1.09294,0.237677
2021-10-18,62056.3,3747.6,2.1288,1.08314,0.247185
2021-10-19,64278.5,3876.78,2.1106,1.09113,0.245463
2021-10-20,65979.1,4159.89,2.188,1.14366,0.254748
2021-10-21,62210.2,4054.16,2.1368,1.08836,0.242321
2021-10-22,60690.3,3970.94,2.1549,1.08919,0.244472
2021-10-23,61312.5,4168.85,2.1646,1.09354,0.251078
2021-10-24,60866.5,4082.8,2.1192,1.08235,0.275703
2021-10-25,63067.0,4219.92,2.1448,1.09527,0.264847
2021-10-26,60310.8,4129.51,2.1369,1.10674,0.255722
2021-10-27,58438.1,3921.93,1.9107,0.99349,0.237452
2021-10-28,60582.5,4284.9,1.9856,1.05793,0.299635
2021-10-29,62242.8,4413.7,2.0121,1.08098,0.288042
2021-10-30,61840.1,4320.65,1.9547,1.08406,0.268515
2021-10-31,61309.6,4287.56,1.9649,1.11257,0.279928
2021-11-01,60915.3,4320.85,1.9488,1.09205,0.271736
2021-11-02,63221.7,4586.06,1.9694,1.13513,0.273301
2021-11-03,62918.5,4602.21,2.0622,1.2101,0.268912
2021-11-04,61412.6,4535.11,1.9836,1.20147,0.263591
2021-11-05,60974.3,4475.0,1.9815,1.15831,0.260855
2021-11-06,61483.9,4517.36,2.0045,1.1512,0.26163
2021-11-07,63273.2,4612.06,2.0185,1.2179,0.266266
2021-11-08,67527.9,4808.38,2.1256,1.28185,0.282235
2021-11-09,66904.4,4731.83,2.2673,1.25608,0.273431
2021-11-10,64932.6,4634.03,2.1004,1.19223,0.255661
2021-11-11,64806.7,4720.87,2.08,1.21499,0.260721
2021-11-12,64134.5,4667.31,2.0452,1.18836,0.259542
2021-11-13,64398.6,4644.61,2.0505,1.18937,0.261325
2021-11-14,65508.2,4625.59,2.0398,1.18792,0.262708
2021-11-15,63597.9,4562.98,2.0178,1.17221,0.25671
2021-11-16,60089.1,4208.16,1.8757,1.08851,0.236965
2021-11-17,60367.8,4290.88,1.8769,1.0957,0.237593
2021-11-18,56955.3,4001.87,1.7886,1.04133,0.221384
2021-11-19,58083.4,4295.43,1.8637,1.08963,0.233017
2021-11-20,59717.6,4408.85,1.9205,1.09614,0.23307
2021-11-21,58714.3,4268.08,1.8389,1.05799,0.225954
2021-11-22,56308.8,4086.95,1.7765,1.03548,0.21967
2021-11-23,57573.2,4340.23,1.7508,1.07209,0.226734
2021-11-24,57171.7,4273.54,1.6664,1.0331,0.217321
2021-11-25,58935.1,4520.3,1.6749,1.04267,0.221037
2021-11-26,53730.9,4034.53,1.5299,0.93854,0.201134
2021-11-27,54765.9,4094.8,1.5434,0.94547,0.205067
2021-11-28,57291.5,4296.98,1.5938,0.96903,0.207497
2021-11-29,57794.8,4443.22,1.6015,0.9895,0.214954
2021-11-30,56882.9,4628.9,1.5533,0.99761,0.214425
2021-12-01,57210.3,4583.28,1.5471,0.98958,0.209332
2021-12-02,56496.0,4512.9,1.72,0.97217,0.209467
2021-12-03,53631.5,4219.3,1.5553,0.92135,0.199932
2021-12-04,49195.2,4123.46,1.4232,0.84697,0.178945
2021-12-05,49405.5,4194.8,1.3775,0.80406,0.171336
2021-12-06,50562.1,4353.31,1.4217,0.82668,0.178293
2021-12-07,50595.2,4307.08,1.3783,0.81538,0.17634
2021-12-08,50473.9,4435.74,1.3943,0.86148,0.178961
2021-12-09,47596.6,4107.69,1.2895,0.85809,0.169148
2021-12-10,47137.2,3903.48,1.2094,0.79916,0.163958
2021-12-11,49314.5,4075.66,1.3512,0.83722,0.168723
2021-12-12,50081.0,4131.78,1.3462,0.8399,0.169689
2021-12-13,46703.6,3781.94,1.2231,0.7818,0.157372
2021-12-14,48366.5,3861.55,1.2665,0.81079,0.190998
2021-12-15,48871.5,4019.24,1.3116,0.82632,0.180957
2021-12-16,47628.2,3956.62,1.2399,0.80519,0.173323
2021-12-17,46172.2,3878.29,1.2183,0.79749,0.16874
2021-12-18,46856.2,3959.83,1.2423,0.82643,0.172349
2021-12-19,46704.5,3925.34,1.2445,0.83508,0.169432
2021-12-20,46895.2,3938.8,1.2361,0.87856,0.167083
2021-12-21,48902.0,4016.59,1.2805,0.94692,0.170831
2021-12-22,48599.7,3979.54,1.3271,0.9538,0.172948
2021-12-23,50801.0,4110.14,1.4731,0.99398,0.184817
2021-12-24,50786.1,4043.39,1.3913,0.91061,0.186256
2021-12-25,50406.4,4093.14,1.4529,0.92525,0.190539
2021-12-26,50779.9,4061.27,1.4544,0.91982,0.189756
2021-12-27,50678.2,4036.24,1.5139,0.92622,0.187748
2021-12-28,47545.2,3791.69,1.3982,0.85112,0.173805
2021-12-29,46461.7,3627.93,1.3304,0.8165,0.167849
2021-12-30,47123.3,3709.57,1.3589,0.83868,0.171028
2021-12-31,46219.5,3677.85,1.309,0.82995,0.170297
2022-01-01,47738.0,3765.67,1.3789,0.85001,0.173115
2022-01-02,47311.8,3830.67,1.378,0.85871,0.174435
2022-01-03,46430.2,3764.24,1.3191,0.83173,0.170154
2022-01-04,45837.3,3789.52,1.3099,0.82285,0.168498
2022-01-05,43425.9,3535.86,1.2292,0.77125,0.158881
2022-01-06,43097.5,3407.77,1.2808,0.7796,0.160091
2022-01-07,41546.7,3195.31,1.2071,0.7626,0.154876
2022-01-08,41672.0,3080.02,1.1812,0.74471,0.150862
2022-01-09,41848.3,3150.3,1.1692,0.75283,0.150507
2022-01-10,41832.2,3085.43,1.124,0.74013,0.14318
2022-01-11,42733.2,3237.89,1.1862,0.76986,0.153689
2022-01-12,43901.0,3370.89,1.3057,0.79788,0.162769
2022-01-13,42560.0,3238.03,1.2304,0.76724,0.171666
2022-01-14,43073.3,3307.9,1.2927,0.77323,0.183061
2022-01-15,43097.0,3327.74,1.2922,0.77934,0.184686
2022-01-16,43079.1,3346.59,1.4109,0.77843,0.176653
2022-01-17,42209.3,3209.35,1.6015,0.76147,0.170996
2022-01-18,42364.6,3160.15,1.4582,0.75136,0.165144
2022-01-19,41677.8,3083.65,1.3368,0.73799,0.161593
2022-01-20,40715.9,3004.72,1.2621,0.72044,0.15545
2022-01-21,36475.5,2571.29,1.1202,0.63732,0.142142
2022-01-22,35075.2,2412.52,1.0708,0.59674,0.133266
2022-01-23,36269.5,2540.81,1.1241,0.62873,0.141739
2022-01-24,36686.3,2441.01,1.0659,0.61208,0.137352
2022-01-25,36950.6,2458.07,1.0419,0.6176,0.142655
2022-01-26,36800.4,2461.41,1.0759,0.61896,0.142961
2022-01-27,37164.3,2424.66,1.0423,0.60837,0.141236
2022-01-28,37745.1,2545.95,1.0488,0.61128,0.141519
2022-01-29,38170.8,2600.02,1.0596,0.6174,0.142947
2022-01-30,37917.7,2602.77,1.0365,0.60148,0.139284
2022-01-31,38498.6,2686.82,1.0519,0.61746,0.141632
2022-02-01,38709.7,2787.16,1.0952,0.62823,0.142331
2022-02-02,36890.2,2681.0,1.0271,0.60082,0.137058
2022-02-03,37287.8,2692.8,1.0591,0.60961,0.13786
2022-02-04,41567.6,2994.99,1.1381,0.65563,0.147737
2022-02-05,41412.1,3013.81,1.1249,0.66617,0.146924
2022-02-06,42392.2,3056.2,1.1428,0.68271,0.153996
2022-02-07,43833.9,3140.18,1.1987,0.83116,0.165193
2022-02-08,44038.2,3115.88,1.175,0.87618,0.158056
2022-02-09,44388.9,3243.62,1.1933,0.8698,0.159365
2022-02-10,43521.0,3071.83,1.1511,0.82551,0.151417
2022-02-11,42388.4,2927.63,1.0799,0.75896,0.144842
2022-02-12,42205.2,2917.1,1.058,0.82171,0.144303
2022-02-13,42061.1,2870.25,1.0427,0.80545,0.148156
2022-02-14,42550.3,2929.31,1.0497,0.80077,0.145895
2022-02-15,44544.4,3182.27,1.1063,0.85083,0.151626
2022-02-16,43883.6,3118.9,1.082,0.83582,0.148757
2022-02-17,40552.8,2894.03,1.0209,0.76677,0.138414
2022-02-18,40000.1,2779.56,0.9952,0.78468,0.138583
2022-02-19,40090.3,2763.81,0.9961,0.8216,0.140908
2022-02-20,38355.0,2619.32,0.9282,0.77562,0.136611
2022-02-21,37017.7,2569.87,0.8563,0.70162,0.128089
2022-02-22,38248.2,2636.13,0.8878,0.72119,0.131352
2022-02-23,37224.6,2578.15,0.8641,0.69602,0.127224
2022-02-24,38339.2,2596.52,0.853,0.696,0.124013
2022-02-25,39209.6,2767.53,0.8982,0.76926,0.127659
2022-02-26,39115.5,2776.96,0.8859,0.75044,0.127596
2022-02-27,37689.1,2616.34,0.8567,0.72144,0.122963
2022-02-28,43188.2,2922.5,0.9637,0.78127,0.133469
2022-03-01,44420.3,2975.81,0.9635,0.78384,0.133951
2022-03-02,43912.8,2947.14,0.9381,0.76885,0.133033
2022-03-03,42463.0,2834.91,0.9022,0.7518,0.129689
2022-03-04,39142.7,2622.15,0.8448,0.71277,0.122496
2022-03-05,39395.8,2665.42,0.8642,0.75391,0.123119
2022-03-06,38403.1,2549.4,0.8222,0.72473,0.123778
2022-03-07,38024.8,2492.53,0.794,0.72012,0.116952
2022-03-08,38744.8,2577.21,0.8019,0.7208,0.117086
2022-03-09,41929.0,2726.94,0.8483,0.76571,0.121489
2022-03-10,39416.3,2606.5,0.8067,0.7361,0.116885
2022-03-11,38730.2,2556.96,0.7889,0.80312,0.115416
2022-03-12,38814.3,2569.8,0.7898,0.78585,0.11471
2022-03-13,37792.4,2516.75,0.7878,0.75943,0.1116
2022-03-14,39671.1,2589.3,0.8031,0.77455,0.113923
2022-03-15,39285.7,2617.43,0.799,0.76587,0.112591
2022-03-16,41118.7,2773.94,0.8387,0.7919,0.116997
2022-03-17,40914.8,2812.29,0.8358,0.79331,0.116336
2022-03-18,41767.8,2939.76,0.852,0.79661,0.119207
2022-03-19,42233.0,2949.92,0.9031,0.8197,0.123535
2022-03-20,41276.0,2861.69,0.8787,0.80606,0.119054
2022-03-21,41022.0,2891.63,0.918,0.83736,0.119218
2022-03-22,42373.0,2969.64,0.9749,0.8366,0.122418
2022-03-23,42912.0,3036.12,1.1065,0.83765,0.129818
2022-03-24,44013.0,3109.25,1.131,0.84279,0.136773
2022-03-25,44331.0,3103.51,1.0967,0.82408,0.130831
2022-03-26,44548.0,3146.01,1.1529,0.83286,0.136101
2022-03-27,46859.0,3297.04,1.1842,0.85775,0.144839
2022-03-28,47105.0,3329.38,1.167,0.86282,0.142204
2022-03-29,47449.0,3401.89,1.1901,0.85771,0.144503
2022-03-30,47075.0,3385.64,1.1893,0.86135,0.143061
2022-03-31,45525.0,3282.35,1.1415,0.81504,0.138099
2022-04-01,46297.0,3456.18,1.1656,0.82774,0.141361
2022-04-02,45811.0,3442.34,1.1551,0.82369,0.138704
2022-04-03,46407.0,3521.1,1.1857,0.84312,0.146308
2022-04-04,46629.0,3520.41,1.2127,0.82647,0.148512
2022-04-05,45506.0,3406.78,1.1709,0.81643,0.172508
2022-04-06,43173.0,3169.58,1.0521,0.75957,0.143102
2022-04-07,43448.0,3228.84,1.0902,0.78756,0.146036
2022-04-08,42275.0,3193.93,1.0249,0.7552,0.142564
2022-04-09,42767.0,3259.35,1.0451,0.76221,0.14417
2022-04-10,42138.0,3201.84,1.026,0.7542,0.14807
2022-04-11,39497.0,2978.29,0.9198,0.69458,0.134113
2022-04-12,40078.0,3027.25,0.9538,0.71462,0.138006
2022-04-13,41133.0,3116.92,0.9737,0.72276,0.139871
2022-04-14,39936.0,3021.93,0.9327,0.72628,0.143911
2022-04-15,40560.0,3042.01,0.9553,0.7856,0.145933
2022-04-16,40382.0,3058.96,0.9504,0.78104,0.14353
2022-04-17,39703.0,2989.05,0.9142,0.75191,0.139173
2022-04-18,40803.0,3055.64,0.937,0.76917,0.140206
2022-04-19,41503.0,3102.01,0.9528,0.77478,0.142616
2022-04-20,41368.0,3076.38,0.9368,0.75164,0.140619
2022-04-21,40482.0,2983.95,0.9099,0.7328,0.136198
2022-04-22,39709.0,2963.0,0.9059,0.71778,0.136372
2022-04-23,39418.0,2931.9,0.8862,0.70547,0.133795
2022-04-24,39464.0,2922.03,0.8859,0.69835,0.131746
2022-04-25,40427.0,3006.04,0.8974,0.69308,0.157843
2022-04-26,38113.0,2810.42,0.8261,0.64239,0.137684
2022-04-27,39243.0,2888.99,0.8401,0.65211,0.139966
2022-04-28,39748.0,2937.01,0.8432,0.64279,0.137507
2022-04-29,38581.0,2816.66,0.8046,0.61153,0.134912
2022-04-30,37650.0,2727.18,0.7565,0.58523,0.127465
2022-05-01,38461.0,2825.8,0.7892,0.60702,0.132776
