"Date","Price","Open","High","Low","Vol.","Change %"
"07/23/2023","0.3171","0.3100","0.3188","0.3077","77.83M","2.27%"
"07/22/2023","0.3100","0.3127","0.3149","0.3065","86.60M","-0.87%"
"07/21/2023","0.3127","0.3161","0.3183","0.3106","97.74M","-0.97%"
"07/20/2023","0.3158","0.3226","0.3322","0.3136","203.72M","-2.12%"
"07/19/2023","0.3226","0.3093","0.3259","0.3070","249.04M","4.32%"
"07/18/2023","0.3093","0.3118","0.3140","0.3002","180.10M","-0.80%"
"07/17/2023","0.3118","0.3145","0.3196","0.3059","148.98M","-0.86%"
"07/16/2023","0.3145","0.3261","0.3276","0.3125","161.80M","-3.55%"
"07/15/2023","0.3261","0.3278","0.3375","0.3244","143.68M","-0.54%"
"07/14/2023","0.3278","0.3564","0.3779","0.3177","418.75M","-8.03%"
"07/13/2023","0.3564","0.2890","0.3639","0.2858","572.22M","23.34%"
"07/12/2023","0.2890","0.2927","0.2953","0.2854","88.19M","-1.27%"
"07/11/2023","0.2927","0.2878","0.2938","0.2874","109.64M","1.70%"
"07/10/2023","0.2878","0.2845","0.2925","0.2787","137.89M","1.16%"
"07/09/2023","0.2845","0.2907","0.2915","0.2832","105.43M","-2.10%"
"07/08/2023","0.2906","0.2845","0.2928","0.2818","117.00M","2.14%"
"07/07/2023","0.2845","0.2789","0.2853","0.2767","114.26M","2.01%"
"07/06/2023","0.2789","0.2841","0.2935","0.2766","163.92M","-1.83%"
"07/05/2023","0.2841","0.2924","0.2962","0.2801","120.76M","-2.81%"
"07/04/2023","0.2923","0.2967","0.3013","0.2902","123.28M","-1.47%"
"07/03/2023","0.2967","0.2917","0.2993","0.2904","86.68M","1.70%"
"07/02/2023","0.2917","0.2924","0.2933","0.2863","88.71M","-0.25%"
"07/01/2023","0.2925","0.2869","0.2933","0.2821","106.42M","2.01%"
"06/30/2023","0.2867","0.2751","0.2987","0.2717","310.26M","4.21%"
"06/29/2023","0.2751","0.2667","0.2780","0.2665","101.41M","3.15%"
"06/28/2023","0.2667","0.2866","0.2869","0.2625","162.39M","-6.94%"
"06/27/2023","0.2866","0.2805","0.2894","0.2787","96.98M","2.17%"
"06/26/2023","0.2805","0.2920","0.2922","0.2774","107.49M","-3.94%"
"06/25/2023","0.2920","0.2894","0.3048","0.2885","118.40M","0.89%"
"06/24/2023","0.2894","0.2963","0.2974","0.2848","103.50M","-2.32%"
"06/23/2023","0.2963","0.2900","0.3022","0.2870","133.08M","2.17%"
"06/22/2023","0.2900","0.2864","0.3048","0.2857","191.45M","1.25%"
"06/21/2023","0.2864","0.2704","0.2889","0.2688","211.34M","5.92%"
"06/20/2023","0.2704","0.2634","0.2705","0.2526","126.06M","2.66%"
"06/19/2023","0.2634","0.2610","0.2635","0.2573","81.24M","0.93%"
"06/18/2023","0.2610","0.2667","0.2690","0.2594","74.74M","-2.15%"
"06/17/2023","0.2667","0.2632","0.2734","0.2607","99.63M","1.34%"
"06/16/2023","0.2632","0.2621","0.2674","0.2548","100.81M","0.42%"
"06/15/2023","0.2621","0.2634","0.2654","0.2529","158.89M","-0.49%"
"06/14/2023","0.2634","0.2751","0.2772","0.2578","147.59M","-4.26%"
"06/13/2023","0.2751","0.2746","0.2884","0.2691","188.11M","0.14%"
"06/12/2023","0.2747","0.2720","0.2863","0.2657","267.25M","1.01%"
"06/11/2023","0.2720","0.2749","0.2796","0.2593","322.69M","-1.08%"
"06/10/2023","0.2749","0.2952","0.2952","0.2225","903.27M","-6.84%"
"06/09/2023","0.2951","0.3227","0.3237","0.2907","282.84M","-8.54%"
"06/08/2023","0.3227","0.3223","0.3304","0.3200","123.31M","0.13%"
"06/07/2023","0.3223","0.3531","0.3531","0.3180","168.66M","-8.71%"
"06/06/2023","0.3530","0.3515","0.3564","0.3373","101.08M","0.43%"
"06/05/2023","0.3515","0.3774","0.3791","0.3469","125.69M","-6.86%"
"06/04/2023","0.3774","0.3759","0.3818","0.3748","46.22M","0.39%"
"06/03/2023","0.3759","0.3781","0.3782","0.3734","30.82M","-0.58%"
"06/02/2023","0.3781","0.3644","0.3793","0.3620","79.57M","3.75%"
"06/01/2023","0.3644","0.3744","0.3755","0.3610","100.86M","-2.66%"
"05/31/2023","0.3744","0.3779","0.3807","0.3704","66.96M","-0.93%"
"05/30/2023","0.3779","0.3788","0.3833","0.3749","74.91M","-0.24%"
"05/29/2023","0.3788","0.3828","0.3862","0.3757","73.87M","-1.04%"
"05/28/2023","0.3828","0.3667","0.3838","0.3661","91.09M","4.40%"
"05/27/2023","0.3667","0.3626","0.3673","0.3614","35.05M","1.13%"
"05/26/2023","0.3626","0.3581","0.3665","0.3539","65.34M","1.25%"
"05/25/2023","0.3581","0.3639","0.3646","0.3551","55.58M","-1.59%"
"05/24/2023","0.3639","0.3704","0.3704","0.3605","63.87M","-1.75%"
"05/23/2023","0.3704","0.3680","0.3754","0.3657","51.73M","0.65%"
"05/22/2023","0.3680","0.3602","0.3741","0.3565","67.49M","2.16%"
"05/21/2023","0.3602","0.3663","0.3675","0.3575","41.97M","-1.67%"
"05/20/2023","0.3663","0.3681","0.3681","0.3638","46.47M","-0.49%"
"05/19/2023","0.3681","0.3713","0.3728","0.3662","43.03M","-0.87%"
"05/18/2023","0.3713","0.3755","0.3801","0.3661","86.75M","-1.12%"
"05/17/2023","0.3755","0.3684","0.3799","0.3647","100.09M","1.93%"
"05/16/2023","0.3684","0.3671","0.3702","0.3619","71.81M","0.35%"
"05/15/2023","0.3671","0.3710","0.3757","0.3665","75.19M","-1.05%"
"05/14/2023","0.3710","0.3646","0.3730","0.3629","44.99M","1.75%"
"05/13/2023","0.3646","0.3705","0.3710","0.3625","50.95M","-1.59%"
"05/12/2023","0.3705","0.3597","0.3707","0.3541","120.83M","3.00%"
"05/11/2023","0.3597","0.3693","0.3695","0.3495","111.30M","-2.60%"
"05/10/2023","0.3693","0.3633","0.3728","0.3546","166.24M","1.65%"
"05/09/2023","0.3633","0.3653","0.3698","0.3600","87.87M","-0.55%"
"05/08/2023","0.3653","0.3759","0.3795","0.3562","155.71M","-2.83%"
"05/07/2023","0.3759","0.3787","0.3828","0.3745","62.00M","-0.72%"
"05/06/2023","0.3787","0.3941","0.3966","0.3755","96.73M","-3.93%"
"05/05/2023","0.3941","0.3873","0.3969","0.3841","88.84M","1.77%"
"05/04/2023","0.3873","0.3939","0.3964","0.3849","65.20M","-1.68%"
"05/03/2023","0.3939","0.3916","0.3964","0.3787","113.74M","0.60%"
"05/02/2023","0.3916","0.3866","0.3946","0.3824","72.64M","1.24%"
"05/01/2023","0.3867","0.3955","0.3978","0.3806","116.33M","-2.22%"
"04/30/2023","0.3955","0.4025","0.4147","0.3951","89.97M","-1.73%"
"04/29/2023","0.4025","0.4043","0.4077","0.4002","49.09M","-0.49%"
"04/28/2023","0.4045","0.4101","0.4108","0.3981","86.70M","-1.37%"
"04/27/2023","0.4101","0.4014","0.4178","0.4010","173.81M","2.17%"
"04/26/2023","0.4014","0.3945","0.4169","0.3794","214.12M","1.74%"
"04/25/2023","0.3945","0.3835","0.3952","0.3770","111.52M","2.87%"
"04/24/2023","0.3835","0.3887","0.3970","0.3802","118.70M","-1.34%"
"04/23/2023","0.3887","0.3956","0.3956","0.3808","94.21M","-1.75%"
"04/22/2023","0.3956","0.3826","0.3988","0.3813","99.21M","3.30%"
"04/21/2023","0.3830","0.4007","0.4069","0.3794","177.53M","-4.42%"
"04/20/2023","0.4007","0.4162","0.4218","0.3956","180.47M","-3.73%"
"04/19/2023","0.4162","0.4434","0.4434","0.4080","220.00M","-6.11%"
"04/18/2023","0.4433","0.4341","0.4479","0.4285","112.97M","2.12%"
"04/17/2023","0.4341","0.4513","0.4513","0.4319","163.62M","-3.81%"
"04/16/2023","0.4513","0.4521","0.4575","0.4423","130.57M","-0.18%"
"04/15/2023","0.4521","0.4381","0.4604","0.4314","207.59M","3.20%"
"04/14/2023","0.4381","0.4251","0.4440","0.4231","277.14M","3.05%"
"04/13/2023","0.4251","0.4044","0.4286","0.4001","201.53M","5.13%"
"04/12/2023","0.4044","0.4015","0.4067","0.3888","166.96M","0.72%"
"04/11/2023","0.4015","0.3971","0.4124","0.3959","168.78M","1.10%"
"04/10/2023","0.3971","0.3894","0.3975","0.3849","88.57M","1.98%"
"04/09/2023","0.3894","0.3855","0.3927","0.3845","64.10M","1.01%"
"04/08/2023","0.3855","0.3834","0.3902","0.3805","73.25M","0.55%"
"04/07/2023","0.3834","0.3829","0.3849","0.3758","63.17M","0.12%"
"04/06/2023","0.3829","0.3924","0.3924","0.3768","108.48M","-2.41%"
"04/05/2023","0.3924","0.3894","0.3999","0.3869","113.19M","0.76%"
"04/04/2023","0.3894","0.3873","0.3998","0.3847","154.60M","0.55%"
"04/03/2023","0.3873","0.3814","0.4046","0.3710","277.64M","1.53%"
"04/02/2023","0.3814","0.3918","0.3928","0.3760","123.04M","-2.65%"
"04/01/2023","0.3918","0.3989","0.4021","0.3886","153.25M","-1.78%"
"03/31/2023","0.3989","0.3760","0.4086","0.3743","289.47M","6.10%"
"03/30/2023","0.3760","0.3811","0.3875","0.3699","174.09M","-1.37%"
"03/29/2023","0.3812","0.3681","0.3897","0.3668","215.80M","3.57%"
"03/28/2023","0.3681","0.3456","0.3698","0.3431","148.17M","6.50%"
"03/27/2023","0.3456","0.3557","0.3571","0.3373","137.83M","-2.84%"
"03/26/2023","0.3557","0.3514","0.3610","0.3487","101.68M","1.22%"
"03/25/2023","0.3514","0.3593","0.3626","0.3489","92.87M","-2.20%"
"03/24/2023","0.3593","0.3717","0.3724","0.3557","123.81M","-3.34%"
"03/23/2023","0.3717","0.3597","0.3843","0.3537","199.22M","3.37%"
"03/22/2023","0.3596","0.3696","0.3867","0.3496","363.00M","-2.82%"
"03/21/2023","0.3700","0.3319","0.3847","0.3294","308.33M","11.49%"
"03/20/2023","0.3319","0.3447","0.3459","0.3307","141.34M","-3.72%"
"03/19/2023","0.3447","0.3373","0.3522","0.3369","105.40M","2.19%"
"03/18/2023","0.3373","0.3493","0.3562","0.3355","179.21M","-3.44%"
"03/17/2023","0.3493","0.3249","0.3500","0.3214","185.26M","7.55%"
"03/16/2023","0.3248","0.3241","0.3289","0.3175","159.24M","0.22%"
"03/15/2023","0.3241","0.3433","0.3464","0.3161","285.09M","-5.59%"
"03/14/2023","0.3433","0.3432","0.3674","0.3366","270.92M","0.03%"
"03/13/2023","0.3432","0.3298","0.3512","0.3277","317.84M","4.17%"
"03/12/2023","0.3295","0.3051","0.3305","0.3014","175.91M","8.02%"
"03/11/2023","0.3050","0.3149","0.3224","0.3016","202.69M","-3.14%"
"03/10/2023","0.3149","0.3102","0.3176","0.2979","215.78M","1.52%"
"03/09/2023","0.3102","0.3176","0.3218","0.3025","218.76M","-2.33%"
"03/08/2023","0.3176","0.3305","0.3326","0.3143","119.90M","-3.90%"
"03/07/2023","0.3305","0.3305","0.3348","0.3209","102.80M","0.00%"
"03/06/2023","0.3305","0.3369","0.3386","0.3295","76.03M","-1.90%"
"03/05/2023","0.3369","0.3366","0.3429","0.3349","55.58M","0.09%"
"03/04/2023","0.3366","0.3431","0.3446","0.3303","59.29M","-1.89%"
"03/03/2023","0.3431","0.3504","0.3508","0.3238","169.28M","-2.06%"
"03/02/2023","0.3503","0.3604","0.3614","0.3447","85.34M","-2.80%"
"03/01/2023","0.3604","0.3518","0.3641","0.3495","70.64M","2.45%"
"02/28/2023","0.3518","0.3647","0.3677","0.3489","79.47M","-3.54%"
"02/27/2023","0.3647","0.3691","0.3701","0.3579","74.85M","-1.18%"
"02/26/2023","0.3691","0.3620","0.3703","0.3579","70.33M","1.96%"
"02/25/2023","0.3620","0.3657","0.3674","0.3521","108.94M","-1.01%"
"02/24/2023","0.3657","0.3824","0.3851","0.3583","157.39M","-4.38%"
"02/23/2023","0.3824","0.3890","0.3948","0.3796","95.65M","-1.70%"
"02/22/2023","0.3890","0.3926","0.3929","0.3775","141.85M","-0.91%"
"02/21/2023","0.3926","0.4037","0.4054","0.3864","137.53M","-2.75%"
"02/20/2023","0.4037","0.3997","0.4096","0.3895","133.60M","1.00%"
"02/19/2023","0.3997","0.4061","0.4118","0.3977","115.03M","-1.57%"
"02/18/2023","0.4061","0.4036","0.4178","0.3977","103.36M","0.62%"
"02/17/2023","0.4036","0.3873","0.4097","0.3860","141.62M","4.20%"
"02/16/2023","0.3873","0.4187","0.4199","0.3869","198.64M","-7.48%"
"02/15/2023","0.4187","0.3867","0.4193","0.3820","172.07M","8.27%"
"02/14/2023","0.3867","0.3591","0.3928","0.3545","177.31M","7.69%"
"02/13/2023","0.3591","0.3642","0.3655","0.3459","130.40M","-1.40%"
"02/12/2023","0.3642","0.3684","0.3735","0.3597","66.37M","-1.16%"
"02/11/2023","0.3685","0.3580","0.3701","0.3570","64.18M","2.85%"
"02/10/2023","0.3583","0.3622","0.3654","0.3543","121.25M","-1.08%"
"02/09/2023","0.3622","0.3942","0.3956","0.3557","174.66M","-8.13%"
"02/08/2023","0.3942","0.3989","0.4028","0.3856","111.09M","-1.18%"
"02/07/2023","0.3989","0.3820","0.3994","0.3815","123.69M","4.43%"
"02/06/2023","0.3820","0.3924","0.4028","0.3798","123.49M","-2.65%"
"02/05/2023","0.3924","0.3993","0.4018","0.3828","119.14M","-1.68%"
"02/04/2023","0.3991","0.4038","0.4054","0.3978","81.53M","-1.17%"
"02/03/2023","0.4038","0.3971","0.4069","0.3947","128.84M","1.70%"
"02/02/2023","0.3970","0.3969","0.4136","0.3931","206.97M","0.04%"
"02/01/2023","0.3969","0.3903","0.4014","0.3719","189.15M","1.69%"
"01/31/2023","0.3903","0.3725","0.3982","0.3684","182.40M","4.75%"
"01/30/2023","0.3725","0.3978","0.3979","0.3674","157.54M","-6.35%"
"01/29/2023","0.3978","0.3822","0.3990","0.3772","122.23M","4.10%"
"01/28/2023","0.3822","0.3895","0.3979","0.3783","138.53M","-1.88%"
"01/27/2023","0.3895","0.3798","0.3904","0.3696","133.14M","2.55%"
"01/26/2023","0.3798","0.3730","0.3884","0.3716","184.01M","1.82%"
"01/25/2023","0.3730","0.3587","0.3795","0.3472","153.41M","3.96%"
"01/24/2023","0.3588","0.3750","0.3828","0.3559","136.63M","-4.31%"
"01/23/2023","0.3750","0.3763","0.3829","0.3691","209.73M","-0.36%"
"01/22/2023","0.3763","0.3686","0.3861","0.3634","254.65M","2.07%"
"01/21/2023","0.3687","0.3646","0.3801","0.3581","281.35M","1.16%"
"01/20/2023","0.3645","0.3379","0.3646","0.3338","156.47M","7.86%"
"01/19/2023","0.3380","0.3266","0.3427","0.3263","107.09M","3.47%"
"01/18/2023","0.3266","0.3456","0.3548","0.3254","215.53M","-5.48%"
"01/17/2023","0.3456","0.3503","0.3572","0.3432","134.55M","-1.34%"
"01/16/2023","0.3503","0.3507","0.3635","0.3394","202.71M","-0.12%"
"01/15/2023","0.3507","0.3525","0.3537","0.3390","184.96M","-0.51%"
"01/14/2023","0.3525","0.3456","0.3693","0.3361","382.08M","1.99%"
"01/13/2023","0.3456","0.3294","0.3504","0.3239","195.58M","4.92%"
"01/12/2023","0.3294","0.3231","0.3345","0.3169","314.42M","1.96%"
"01/11/2023","0.3231","0.3224","0.3232","0.3079","191.97M","0.20%"
"01/10/2023","0.3224","0.3169","0.3247","0.3076","251.41M","1.74%"
"01/09/2023","0.3169","0.2972","0.3444","0.2963","565.84M","6.64%"
"01/08/2023","0.2972","0.2766","0.2972","0.2746","268.23M","7.43%"
"01/07/2023","0.2766","0.2786","0.2803","0.2725","106.93M","-0.71%"
"01/06/2023","0.2786","0.2691","0.2795","0.2673","226.09M","3.54%"
"01/05/2023","0.2691","0.2678","0.2705","0.2633","116.88M","0.47%"
"01/04/2023","0.2678","0.2529","0.2700","0.2520","210.25M","5.91%"
"01/03/2023","0.2529","0.2537","0.2554","0.2502","102.74M","-0.33%"
"01/02/2023","0.2537","0.2499","0.2560","0.2469","106.66M","1.52%"
"01/01/2023","0.2499","0.2456","0.2499","0.2437","79.17M","1.74%"
"12/31/2022","0.2456","0.2457","0.2518","0.2442","98.57M","0.00%"
"12/30/2022","0.2457","0.2439","0.2461","0.2395","112.29M","0.71%"
"12/29/2022","0.2439","0.2482","0.2483","0.2402","165.75M","-1.73%"
"12/28/2022","0.2482","0.2603","0.2609","0.2473","156.85M","-4.66%"
"12/27/2022","0.2603","0.2652","0.2662","0.2563","91.98M","-1.84%"
"12/26/2022","0.2652","0.2591","0.2655","0.2576","94.75M","2.35%"
"12/25/2022","0.2591","0.2591","0.2599","0.2550","69.97M","0.00%"
"12/24/2022","0.2592","0.2594","0.2603","0.2568","49.65M","-0.10%"
"12/23/2022","0.2594","0.2567","0.2635","0.2555","113.28M","1.07%"
"12/22/2022","0.2567","0.2535","0.2568","0.2475","114.31M","1.30%"
"12/21/2022","0.2534","0.2587","0.2591","0.2482","131.25M","-2.06%"
"12/20/2022","0.2587","0.2528","0.2615","0.2513","116.90M","2.34%"
"12/19/2022","0.2528","0.2659","0.2694","0.2494","141.44M","-4.93%"
"12/18/2022","0.2659","0.2669","0.2710","0.2632","115.32M","-0.37%"
"12/17/2022","0.2669","0.2634","0.2675","0.2588","221.48M","1.31%"
"12/16/2022","0.2634","0.3002","0.3012","0.2557","273.06M","-12.25%"
"12/15/2022","0.3002","0.3079","0.3086","0.2975","121.12M","-2.52%"
"12/14/2022","0.3079","0.3141","0.3156","0.3059","128.86M","-1.94%"
"12/13/2022","0.3140","0.3069","0.3184","0.2994","170.30M","2.34%"
"12/12/2022","0.3069","0.3074","0.3078","0.3013","83.82M","-0.16%"
"12/11/2022","0.3074","0.3126","0.3150","0.3059","50.96M","-1.67%"
"12/10/2022","0.3126","0.3118","0.3149","0.3106","34.51M","0.29%"
"12/09/2022","0.3117","0.3143","0.3163","0.3089","68.24M","-0.84%"
"12/08/2022","0.3144","0.3102","0.3157","0.3075","76.13M","1.35%"
"12/07/2022","0.3102","0.3182","0.3192","0.3070","106.16M","-2.54%"
"12/06/2022","0.3182","0.3193","0.3211","0.3140","74.00M","-0.34%"
"12/05/2022","0.3193","0.3222","0.3288","0.3165","91.04M","-0.99%"
"12/04/2022","0.3225","0.3196","0.3238","0.3183","76.13M","0.91%"
"12/03/2022","0.3196","0.3192","0.3258","0.3169","113.25M","0.11%"
"12/02/2022","0.3193","0.3145","0.3198","0.3107","84.15M","1.51%"
"12/01/2022","0.3145","0.3187","0.3196","0.3127","95.17M","-1.32%"
"11/30/2022","0.3187","0.3091","0.3208","0.3086","135.68M","3.10%"
"11/29/2022","0.3091","0.3065","0.3125","0.3043","86.26M","0.83%"
"11/28/2022","0.3066","0.3126","0.3139","0.3003","152.90M","-1.92%"
"11/27/2022","0.3126","0.3135","0.3194","0.3117","68.62M","-0.30%"
"11/26/2022","0.3135","0.3145","0.3221","0.3112","92.65M","-0.32%"
"11/25/2022","0.3145","0.3163","0.3170","0.3076","106.72M","-0.56%"
"11/24/2022","0.3163","0.3187","0.3211","0.3117","104.29M","-0.78%"
"11/23/2022","0.3188","0.3125","0.3193","0.3093","166.45M","2.02%"
"11/22/2022","0.3124","0.3046","0.3166","0.2985","153.12M","2.58%"
"11/21/2022","0.3046","0.3122","0.3130","0.2964","212.03M","-2.42%"
"11/20/2022","0.3122","0.3280","0.3310","0.3103","115.33M","-4.83%"
"11/19/2022","0.3280","0.3248","0.3321","0.3247","68.89M","1.24%"
"11/18/2022","0.3240","0.3261","0.3325","0.3209","103.94M","-0.43%"
"11/17/2022","0.3254","0.3286","0.3343","0.3190","105.49M","-0.95%"
"11/16/2022","0.3285","0.3371","0.3443","0.3242","119.50M","-2.55%"
"11/15/2022","0.3371","0.3321","0.3447","0.3299","130.49M","1.52%"
"11/14/2022","0.3321","0.3297","0.3416","0.3143","225.24M","0.71%"
"11/13/2022","0.3297","0.3395","0.3453","0.3256","187.78M","-2.88%"
"11/12/2022","0.3395","0.3558","0.3567","0.3369","157.62M","-4.59%"
"11/11/2022","0.3558","0.3687","0.3741","0.3426","239.30M","-3.50%"
"11/10/2022","0.3687","0.3168","0.3788","0.3129","463.57M","16.40%"
"11/09/2022","0.3168","0.3724","0.3763","0.3105","549.76M","-14.93%"
"11/08/2022","0.3724","0.4039","0.4143","0.3469","533.34M","-7.81%"
"11/07/2022","0.4039","0.4023","0.4160","0.3979","189.49M","0.38%"
"11/06/2022","0.4024","0.4265","0.4306","0.4019","158.20M","-5.64%"
"11/05/2022","0.4265","0.4215","0.4371","0.4202","248.01M","1.17%"
"11/04/2022","0.4215","0.3893","0.4259","0.3881","346.16M","8.27%"
"11/03/2022","0.3893","0.3858","0.3989","0.3845","147.03M","0.91%"
"11/02/2022","0.3858","0.4012","0.4089","0.3805","260.90M","-3.85%"
"11/01/2022","0.4012","0.4058","0.4150","0.3988","143.63M","-1.14%"
"10/31/2022","0.4058","0.4057","0.4161","0.3977","185.66M","0.04%"
"10/30/2022","0.4057","0.4205","0.4215","0.3985","189.12M","-3.52%"
"10/29/2022","0.4205","0.4045","0.4388","0.4013","288.92M","3.97%"
"10/28/2022","0.4045","0.3882","0.4111","0.3792","217.53M","4.19%"
"10/27/2022","0.3882","0.4031","0.4167","0.3868","256.73M","-3.69%"
"10/26/2022","0.4031","0.4000","0.4110","0.3951","304.67M","0.78%"
"10/25/2022","0.4000","0.3572","0.4166","0.3571","462.55M","11.96%"
"10/24/2022","0.3572","0.3621","0.3651","0.3537","133.85M","-1.35%"
"10/23/2022","0.3621","0.3513","0.3636","0.3461","132.15M","3.06%"
"10/22/2022","0.3513","0.3490","0.3543","0.3429","114.55M","0.68%"
"10/21/2022","0.3490","0.3402","0.3498","0.3302","193.14M","2.58%"
"10/20/2022","0.3402","0.3498","0.3557","0.3369","167.87M","-2.73%"
"10/19/2022","0.3498","0.3623","0.3623","0.3486","147.15M","-3.47%"
"10/18/2022","0.3623","0.3723","0.3741","0.3577","150.15M","-2.67%"
"10/17/2022","0.3723","0.3703","0.3757","0.3661","104.90M","0.54%"
"10/16/2022","0.3703","0.3640","0.3747","0.3639","98.80M","1.74%"
"10/15/2022","0.3640","0.3668","0.3699","0.3614","107.51M","-0.78%"
"10/14/2022","0.3668","0.3768","0.3885","0.3611","213.43M","-2.67%"
"10/13/2022","0.3769","0.3812","0.3824","0.3501","410.66M","-1.15%"
"10/12/2022","0.3813","0.3908","0.3953","0.3762","155.22M","-2.43%"
"10/11/2022","0.3908","0.4011","0.4014","0.3851","238.58M","-2.58%"
"10/10/2022","0.4011","0.4229","0.4268","0.4001","166.84M","-5.16%"
"10/09/2022","0.4229","0.4219","0.4241","0.4191","79.78M","0.23%"
"10/08/2022","0.4219","0.4239","0.4270","0.4194","87.60M","-0.47%"
"10/07/2022","0.4239","0.4287","0.4302","0.4216","130.02M","-1.11%"
"10/06/2022","0.4287","0.4309","0.4371","0.4259","131.48M","-0.53%"
"10/05/2022","0.4309","0.4356","0.4366","0.4239","140.15M","-1.07%"
"10/04/2022","0.4356","0.4276","0.4373","0.4253","135.32M","1.86%"
"10/03/2022","0.4276","0.4194","0.4288","0.4168","148.79M","1.99%"
"10/02/2022","0.4193","0.4300","0.4326","0.4180","122.81M","-2.50%"
"10/01/2022","0.4300","0.4347","0.4364","0.4281","94.57M","-1.07%"
"09/30/2022","0.4347","0.4382","0.4412","0.4295","181.47M","-0.79%"
"09/29/2022","0.4382","0.4361","0.4393","0.4280","178.92M","0.47%"
"09/28/2022","0.4361","0.4413","0.4429","0.4251","198.22M","-1.17%"
"09/27/2022","0.4413","0.4473","0.4632","0.4375","215.80M","-1.36%"
"09/26/2022","0.4473","0.4462","0.4506","0.4367","196.00M","0.25%"
"09/25/2022","0.4462","0.4511","0.4625","0.4391","158.82M","-1.07%"
"09/24/2022","0.4511","0.4621","0.4684","0.4505","185.05M","-2.40%"
"09/23/2022","0.4621","0.4581","0.4816","0.4468","308.45M","0.86%"
"09/22/2022","0.4582","0.4395","0.4663","0.4347","236.86M","4.24%"
"09/21/2022","0.4395","0.4421","0.4629","0.4315","395.88M","-0.57%"
"09/20/2022","0.4421","0.4526","0.4543","0.4377","158.90M","-2.32%"
"09/19/2022","0.4526","0.4473","0.4564","0.4333","256.40M","1.17%"
"09/18/2022","0.4473","0.4859","0.4898","0.4409","196.47M","-7.96%"
"09/17/2022","0.4860","0.4746","0.4880","0.4723","142.76M","2.41%"
"09/16/2022","0.4746","0.4662","0.4746","0.4544","148.03M","1.80%"
"09/15/2022","0.4662","0.4811","0.4818","0.4623","186.33M","-3.10%"
"09/14/2022","0.4811","0.4635","0.4869","0.4622","207.29M","3.82%"
"09/13/2022","0.4634","0.5012","0.5081","0.4613","326.70M","-7.55%"
"09/12/2022","0.5012","0.5098","0.5192","0.4964","236.71M","-1.70%"
"09/11/2022","0.5098","0.5121","0.5196","0.5014","184.92M","-0.45%"
"09/10/2022","0.5121","0.5025","0.5239","0.4950","274.42M","1.91%"
"09/09/2022","0.5025","0.4790","0.5041","0.4785","255.53M","4.92%"
"09/08/2022","0.4790","0.4786","0.4828","0.4631","170.40M","0.09%"
"09/07/2022","0.4785","0.4623","0.4818","0.4544","202.01M","3.51%"
"09/06/2022","0.4623","0.4985","0.5115","0.4603","297.00M","-7.29%"
"09/05/2022","0.4986","0.5034","0.5070","0.4827","179.78M","-0.95%"
"09/04/2022","0.5034","0.4802","0.5086","0.4759","260.33M","4.83%"
"09/03/2022","0.4802","0.4543","0.4854","0.4536","234.81M","5.71%"
"09/02/2022","0.4543","0.4573","0.4659","0.4491","140.55M","-0.66%"
"09/01/2022","0.4573","0.4461","0.4607","0.4411","168.53M","2.51%"
"08/31/2022","0.4461","0.4527","0.4630","0.4449","156.32M","-1.42%"
"08/30/2022","0.4526","0.4504","0.4629","0.4391","194.27M","0.48%"
"08/29/2022","0.4504","0.4289","0.4528","0.4247","188.08M","5.01%"
"08/28/2022","0.4289","0.4496","0.4539","0.4277","170.73M","-4.61%"
"08/27/2022","0.4496","0.4315","0.4513","0.4266","252.92M","4.28%"
"08/26/2022","0.4312","0.4645","0.4820","0.4264","478.61M","-7.18%"
"08/25/2022","0.4645","0.4578","0.4740","0.4576","151.05M","1.48%"
"08/24/2022","0.4578","0.4648","0.4680","0.4536","136.97M","-1.52%"
"08/23/2022","0.4648","0.4619","0.4695","0.4457","161.42M","0.63%"
"08/22/2022","0.4619","0.4627","0.4630","0.4377","240.86M","-0.15%"
"08/21/2022","0.4626","0.4507","0.4724","0.4471","201.70M","2.64%"
"08/20/2022","0.4507","0.4499","0.4630","0.4356","273.51M","0.10%"
"08/19/2022","0.4502","0.5119","0.5119","0.4462","417.00M","-12.05%"
"08/18/2022","0.5119","0.5382","0.5437","0.5082","171.69M","-4.88%"
"08/17/2022","0.5382","0.5571","0.5820","0.5313","290.72M","-3.38%"
"08/16/2022","0.5571","0.5499","0.5701","0.5477","182.52M","1.30%"
"08/15/2022","0.5499","0.5695","0.5819","0.5435","240.42M","-3.44%"
"08/14/2022","0.5695","0.5593","0.5946","0.5570","301.39M","1.81%"
"08/13/2022","0.5593","0.5402","0.5672","0.5378","239.15M","3.55%"
"08/12/2022","0.5402","0.5302","0.5414","0.5210","137.19M","1.87%"
"08/11/2022","0.5302","0.5373","0.5470","0.5289","203.02M","-1.32%"
"08/10/2022","0.5373","0.5130","0.5378","0.5022","206.48M","4.74%"
"08/09/2022","0.5130","0.5372","0.5373","0.5060","173.95M","-4.51%"
"08/08/2022","0.5372","0.5274","0.5492","0.5231","204.30M","1.86%"
"08/07/2022","0.5274","0.5113","0.5380","0.5066","138.71M","3.15%"
"08/06/2022","0.5113","0.5175","0.5232","0.5101","100.22M","-1.21%"
"08/05/2022","0.5176","0.4994","0.5193","0.4993","139.49M","3.64%"
